customer_id,age,gender,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,preferred_payment,preferred_category,delivery_distance_km,satisfaction_score,loyalty_score,discount_offer,churned,counterfactual_churned,p_churn_model,p_churn_cf_model,has_review,review_text,review_score
CUST_004895,36,male,25.8,7.9,7,115.49,4,Debit Card,Home & Kitchen,12.6,4,0.688,0,1,0,0.2997,0.1309,1,Service okay—still leaving.,2
CUST_004896,18,female,6.8,5.5,7,88.86,2,E Wallet,Mobile,6.2,4,0.35,1,0,0,0.0942,0.1997,0,,
CUST_004897,24,female,6.7,4.8,3,125.46,1,Debit Card,Laptop & Accessory,15.4,3,0.306,0,1,1,0.502,0.3005,0,,
CUST_004898,43,female,16.3,4.6,3,185.64,2,UPI,Fashion,10.9,3,0.573,1,0,0,0.1663,0.3484,1,Experience was fine overall.,3
CUST_004899,43,female,18.8,3.8,2,42.62,3,Credit Card,Mobile,11,3,0.353,0,0,0,0.678,0.4671,0,,
CUST_004900,32,female,11.4,7.9,3,62.63,3,UPI,Home & Kitchen,11.3,4,0.443,0,0,0,0.2103,0.0958,1,Experience was fine overall.,3
CUST_004901,25,female,24.9,5.4,2,48.29,5,Credit Card,Mobile,6.2,3,0.561,1,0,0,0.163,0.3417,0,,
CUST_004902,25,female,11.4,4.3,2,162.45,3,Credit Card,Fashion,10.5,3,0.356,0,0,1,0.2324,0.1118,1,Experience was fine overall.,3
CUST_004903,32,non-binary,6.3,4.8,2,94.55,1,UPI,Laptop & Accessory,16.3,3,0.222,0,1,0,0.4947,0.3032,0,,
CUST_004904,43,female,11.5,5.3,7,81.47,3,Credit Card,Fashion,5.4,3,0.464,0,0,0,0.36,0.1813,1,Nothing special but acceptable.,3
CUST_004905,46,male,15.8,8.4,3,81.98,3,Credit Card,Laptop & Accessory,13.5,4,0.441,0,0,0,0.4653,0.2574,1,Nothing special but acceptable.,3
CUST_004906,31,male,17.6,5.6,2,52.15,3,Debit Card,Home & Kitchen,16.8,3,0.445,1,1,1,0.1105,0.2382,0,,
CUST_004907,23,female,5.9,9.3,5,106.39,2,Credit Card,Home & Kitchen,18.1,4,0.572,0,0,0,0.2385,0.1046,0,,
CUST_004908,39,male,45.3,7.8,2,209.67,4,UPI,Laptop & Accessory,11.7,5,0.682,1,0,0,0.0983,0.236,1,Great perks—staying!,4
CUST_004909,27,male,8.4,8.6,6,124.44,2,Credit Card,Laptop & Accessory,9.1,4,0.658,0,0,0,0.2222,0.0926,1,"Loyal customer, happy so far.",4
CUST_004910,30,male,13,7.1,6,67.42,2,E Wallet,Fashion,18.6,3,0.664,0,0,0,0.0817,0.0307,0,,
CUST_004911,51,female,11.5,6.2,5,57.06,3,Debit Card,Laptop & Accessory,7,4,0.391,0,0,0,0.1604,0.0724,0,,
CUST_004912,45,female,31.2,9.2,5,128.91,3,Credit Card,Laptop & Accessory,10.4,5,0.533,0,0,1,0.2663,0.1213,1,Experience was fine overall.,3
CUST_004913,38,male,23.2,8.1,5,62.37,4,UPI,Home & Kitchen,10.8,3,0.564,0,1,0,0.2979,0.1371,0,,
CUST_004914,22,male,5.3,6.3,6,70.71,2,Cash on Delivery,Fashion,10.9,4,0.476,1,0,1,0.3495,0.5785,1,Experience was fine overall.,3
CUST_004915,38,female,34.7,10.6,6,66.2,4,Credit Card,Mobile,4.1,3,0.605,0,1,0,0.4604,0.2385,0,,
CUST_004916,48,male,14.2,5.1,4,103.02,2,UPI,Home & Kitchen,11,3,0.716,1,0,0,0.1321,0.3049,1,Great perks—staying!,4
CUST_004917,32,male,17.7,4.6,1,49.52,4,UPI,Fashion,8.6,3,0.452,1,1,0,0.119,0.2543,0,,
CUST_004918,51,female,28.4,5.7,1,290.61,5,E Wallet,Laptop & Accessory,7.8,5,0.453,0,0,0,0.3272,0.1615,0,,
CUST_004919,50,female,24.5,9.1,3,65.98,4,Credit Card,Home & Kitchen,9.4,4,0.565,1,0,1,0.1471,0.3153,0,,
CUST_004920,54,male,37.1,9.4,7,56.15,4,Credit Card,Mobile,9.2,4,0.547,1,0,1,0.0901,0.2077,0,,
CUST_004921,39,female,27.9,5.9,2,266.42,3,Debit Card,Mobile,9.8,4,0.676,1,0,1,0.0813,0.1999,1,Very satisfied with value.,4
CUST_004922,42,male,61,5.1,6,81.62,6,Debit Card,Mobile,16.8,2,0.706,1,0,0,0.1055,0.2526,0,,
CUST_004923,52,female,13.6,5.5,0,97.01,2,UPI,Fashion,7.1,3,0.249,0,0,0,0.263,0.1353,1,Average service.,3
CUST_004924,41,male,12.1,4.2,5,179.09,2,Credit Card,Home & Kitchen,8.8,5,0.224,0,1,1,0.3768,0.2116,0,,
CUST_004925,30,male,15.5,5.2,3,63.93,2,Credit Card,Mobile,9.4,3,0.512,0,0,0,0.2704,0.1247,0,,
CUST_004926,31,female,18.9,4.6,4,51.73,2,UPI,Mobile,3.2,3,0.503,1,0,0,0.3469,0.579,0,,
CUST_004927,39,female,15.5,3.5,7,66.85,3,Debit Card,Fashion,3.6,2,0.388,0,1,0,0.4248,0.232,1,Service okay—still leaving.,2
CUST_004928,22,male,3.9,8.1,4,56.67,1,UPI,Home & Kitchen,6.8,4,0.447,1,0,1,0.5726,0.7714,1,Average service.,3
CUST_004929,34,male,24.9,5.5,2,320.66,3,Debit Card,Laptop & Accessory,9.7,3,0.587,0,1,0,0.1461,0.0596,0,,
CUST_004930,48,female,42.8,9.7,6,138.06,5,Credit Card,Mobile,10.1,3,0.63,0,1,0,0.3342,0.1539,0,,
CUST_004931,18,female,7.2,5.1,5,90.3,1,Debit Card,Grocery,2.4,4,0.496,1,1,0,0.148,0.3095,1,"App was fine, but moving on.",2
CUST_004932,53,male,14.4,4.2,5,107.84,2,Credit Card,Laptop & Accessory,3.3,4,0.624,1,0,0,0.0425,0.1088,1,"Loyal customer, happy so far.",4
CUST_004933,48,female,10.6,6.4,5,56.38,4,E Wallet,Grocery,9.9,3,0.627,0,1,0,0.2322,0.0989,1,"App was fine, but moving on.",2
CUST_004934,31,male,8.4,4.9,6,92.31,1,Credit Card,Mobile,3.3,5,0.482,0,1,0,0.3301,0.1613,1,"App was fine, but moving on.",2
CUST_004935,42,female,20.8,5.9,5,85.51,3,Credit Card,Fashion,2.1,4,0.447,0,1,0,0.3054,0.1487,1,Service okay—still leaving.,2
CUST_004936,36,male,31.3,7.1,5,128.82,3,Debit Card,Home & Kitchen,17,4,0.494,0,0,0,0.452,0.2424,1,Experience was fine overall.,3
CUST_004937,50,male,12,4.5,2,71.34,1,Credit Card,Grocery,13.3,2,0.305,0,0,0,0.3261,0.171,1,Average service.,3
CUST_004938,47,male,18.2,3.7,6,70.05,2,E Wallet,Mobile,6.8,3,0.415,1,0,1,0.4945,0.708,1,Nothing special but acceptable.,3
CUST_004939,21,male,14.7,5.8,2,46.45,2,Credit Card,Grocery,19.8,2,0.4,0,1,0,0.3147,0.1573,0,,
CUST_004940,42,male,12,7.2,6,271.39,2,Debit Card,Mobile,9.3,5,0.623,0,0,0,0.1197,0.0471,0,,
CUST_004941,34,male,14.9,4.5,4,108.13,1,E Wallet,Mobile,12,3,0.444,0,0,0,0.269,0.1277,0,,
CUST_004942,37,male,19.9,6.4,7,65.48,3,E Wallet,Home & Kitchen,10.8,4,0.497,0,0,0,0.3766,0.1896,1,Average service.,3
CUST_004943,28,male,23,8.6,3,77.64,3,Cash on Delivery,Home & Kitchen,12.7,4,0.423,1,0,0,0.0909,0.1992,0,,
CUST_004944,55,female,18.4,6,3,63.59,3,Credit Card,Laptop & Accessory,19.4,2,0.297,0,1,0,0.2748,0.1396,1,"Late deliveries, no offers.",1
CUST_004945,47,male,23.9,6.6,5,241.95,3,Credit Card,Home & Kitchen,6.9,4,0.559,0,0,0,0.5627,0.3258,1,Nothing special but acceptable.,3
CUST_004946,28,female,8.4,5.6,10,91.53,1,Credit Card,Grocery,17.8,2,0.46,0,0,0,0.244,0.113,0,,
CUST_004947,21,male,5.2,4.3,2,64.29,3,Credit Card,Fashion,15,2,0.33,0,1,0,0.6407,0.4288,0,,
CUST_004948,32,male,8,4,5,149.07,3,Credit Card,Fashion,10.1,4,0.494,1,1,0,0.1766,0.356,1,"App was fine, but moving on.",2
CUST_004949,41,female,12.9,4.3,5,23.16,2,Debit Card,Fashion,13.1,3,0.41,1,0,1,0.1025,0.2202,0,,
CUST_004950,39,female,8.3,6.1,0,86.5,3,Cash on Delivery,Mobile,10.5,4,0.36,0,0,0,0.194,0.0908,0,,
CUST_004951,50,male,14.3,7,5,59.43,3,UPI,Home & Kitchen,15.2,3,0.429,0,0,0,0.4105,0.2182,0,,
CUST_004952,45,male,20.1,7.4,7,73.02,5,Debit Card,Fashion,11.5,4,0.477,1,0,0,0.1711,0.3454,1,Average service.,3
CUST_004953,47,female,20.6,5.7,3,113.65,3,Debit Card,Mobile,15.9,3,0.451,0,1,0,0.1991,0.0897,1,Switching for better prices.,2
CUST_004954,40,female,8.9,7.2,3,53.62,3,Credit Card,Laptop & Accessory,6.5,4,0.478,1,0,0,0.2616,0.4753,1,Average service.,3
CUST_004955,21,non-binary,6.2,5.8,4,107.21,3,Debit Card,Home & Kitchen,7,4,0.519,1,0,0,0.1179,0.2587,0,,
CUST_004956,34,female,14.9,6,5,58.57,3,Cash on Delivery,Mobile,4.3,4,0.557,0,0,0,0.2334,0.1027,1,Nothing special but acceptable.,3
CUST_004957,48,male,14.3,0.8,4,48.86,3,Debit Card,Home & Kitchen,5.5,2,0.311,1,0,0,0.1296,0.2595,0,,
CUST_004958,35,female,12.2,4.5,4,64.85,2,Debit Card,Mobile,18.1,2,0.369,0,0,0,0.3619,0.1897,1,Experience was fine overall.,3
CUST_004959,42,female,21.2,4,4,132.55,2,E Wallet,Home & Kitchen,6,3,0.522,1,0,0,0.1535,0.3216,1,Experience was fine overall.,3
CUST_004960,32,female,6,6.3,4,115.66,1,Debit Card,Mobile,9.4,4,0.46,1,1,0,0.2901,0.5088,0,,
CUST_004961,25,female,7.2,5.6,2,74.41,3,Credit Card,Home & Kitchen,10.6,3,0.407,0,1,0,0.4808,0.2728,0,,
CUST_004962,35,female,8.3,3.9,2,90.91,3,Credit Card,Home & Kitchen,19.5,3,0.19,1,1,0,0.1208,0.2333,1,Not satisfied—leaving.,1
CUST_004963,39,female,9.3,6,3,192.3,2,Debit Card,Home & Kitchen,13.9,3,0.34,0,0,0,0.2287,0.1105,1,Nothing special but acceptable.,3
CUST_004964,29,male,37,5.1,2,164.58,4,Debit Card,Mobile,6.3,3,0.544,1,1,1,0.1724,0.355,1,"App was fine, but moving on.",2
CUST_004965,33,female,10.9,4.1,2,67.5,3,Debit Card,Home & Kitchen,10.3,3,0.387,0,0,1,0.1775,0.0812,0,,
CUST_004966,26,male,11.7,4.6,6,38.77,2,Credit Card,Laptop & Accessory,3,3,0.516,1,0,0,0.2158,0.4176,0,,
CUST_004967,48,male,23.7,7.2,6,132.6,2,UPI,Laptop & Accessory,15.6,5,0.403,1,0,1,0.1485,0.3005,1,Nothing special but acceptable.,3
CUST_004968,33,male,6.7,7.5,8,72.4,3,UPI,Home & Kitchen,8.4,4,0.528,0,0,0,0.4493,0.2373,0,,
CUST_004969,52,male,14.3,5,4,38.89,2,Credit Card,Laptop & Accessory,2.3,4,0.464,0,1,1,0.5291,0.3067,0,,
CUST_004970,53,female,29.7,8.8,11,106.76,4,Debit Card,Grocery,12,4,0.689,1,0,0,0.1055,0.251,1,"Loyal customer, happy so far.",4
CUST_004971,35,female,26.6,6.7,7,121.23,3,E Wallet,Mobile,18.9,4,0.607,0,0,0,0.5563,0.3149,1,"Loyal customer, happy so far.",4
CUST_004972,25,male,8.6,5.9,1,57.25,1,UPI,Fashion,6.6,3,0.371,0,0,0,0.2226,0.1056,0,,
CUST_004973,18,female,6.7,5.3,6,178.83,1,Credit Card,Mobile,7.5,4,0.55,0,0,0,0.3199,0.1507,0,,
CUST_004974,20,male,16.7,5.7,2,90.64,3,E Wallet,Grocery,8.7,3,0.376,1,0,0,0.2384,0.4321,0,,
CUST_004975,21,male,6.3,6,2,102.55,1,UPI,Laptop & Accessory,9.6,4,0.405,0,0,0,0.2843,0.1388,0,,
CUST_004976,51,female,12.5,6.9,5,53.33,3,Debit Card,Fashion,8.2,3,0.378,0,0,0,0.2018,0.0941,0,,
CUST_004977,37,female,10.3,4.3,3,91.95,2,E Wallet,Mobile,13.3,3,0.371,0,0,0,0.5496,0.3348,0,,
CUST_004978,40,male,13.1,5.5,1,73.29,2,Credit Card,Fashion,11.7,3,0.388,1,0,1,0.0895,0.1938,1,Experience was fine overall.,3
CUST_004979,18,female,2.5,7.7,7,224.94,1,E Wallet,Grocery,13,4,0.477,0,0,0,0.3448,0.1707,1,Experience was fine overall.,3
CUST_004980,23,male,9.9,5.9,8,70.36,2,UPI,Laptop & Accessory,10.6,3,0.518,1,0,0,0.1183,0.2593,1,Average service.,3
CUST_004981,46,non-binary,23.3,6.8,4,87.86,3,Debit Card,Fashion,13.2,3,0.512,1,0,0,0.0868,0.1983,1,Experience was fine overall.,3
CUST_004982,39,male,15.1,7.7,1,51.63,4,Credit Card,Home & Kitchen,6.8,3,0.461,1,0,1,0.1901,0.3732,0,,
CUST_004983,34,male,7.2,4.7,3,169.28,1,Credit Card,Mobile,12.6,4,0.239,1,1,1,0.3235,0.5205,1,Terrible experience. No perks.,1
CUST_004984,42,female,14.5,5.8,3,71.85,4,UPI,Grocery,12.4,3,0.309,0,1,0,0.5518,0.3437,1,Switching for better prices.,2
CUST_004985,54,female,24.4,7.7,6,50.38,5,Credit Card,Fashion,20,4,0.515,0,0,0,0.3472,0.1695,0,,
CUST_004986,34,male,7.1,7.3,8,117.07,3,Debit Card,Fashion,2.3,3,0.695,1,1,1,0.2861,0.5332,1,Switching for better prices.,2
CUST_004987,37,female,8,1.9,3,120.11,2,UPI,Laptop & Accessory,9.3,2,0.434,0,0,0,0.5195,0.3017,0,,
CUST_004988,38,male,12.2,4.6,1,66.44,3,UPI,Laptop & Accessory,10.9,2,0.259,0,1,0,0.4669,0.2765,0,,
CUST_004989,62,female,16.5,4.5,5,52.11,3,UPI,Mobile,19.8,3,0.399,1,0,1,0.1566,0.3134,1,Experience was fine overall.,3
CUST_004990,18,male,29.3,6.6,3,92.78,3,UPI,Laptop & Accessory,15,4,0.516,1,1,1,0.2692,0.4899,0,,
CUST_004991,44,female,18,4.7,3,72.55,2,UPI,Mobile,7.1,3,0.243,0,1,1,0.6634,0.4644,1,Not satisfied—leaving.,1
CUST_004992,35,female,10.2,6.6,5,73.52,2,Debit Card,Fashion,20.3,3,0.38,0,0,0,0.1951,0.0905,0,,
CUST_004993,42,male,20.9,6.5,4,115.08,2,Debit Card,Laptop & Accessory,15.9,4,0.287,0,1,0,0.4391,0.2519,1,"Late deliveries, no offers.",1
CUST_004994,29,non-binary,9.8,6.9,4,117.2,2,UPI,Fashion,20.8,3,0.512,0,0,0,0.2081,0.0917,1,Experience was fine overall.,3
CUST_004995,35,non-binary,8.2,6.9,2,88.63,2,E Wallet,Home & Kitchen,16.2,3,0.646,1,0,0,0.1502,0.3297,0,,
CUST_004996,44,female,12,6.7,1,51.6,3,Credit Card,Home & Kitchen,11.6,3,0.298,0,1,0,0.3359,0.1779,1,Terrible experience. No perks.,1
CUST_004997,70,male,26.9,6.1,2,37.06,4,Cash on Delivery,Home & Kitchen,20,3,0.344,1,1,0,0.1201,0.246,0,,
CUST_004998,45,female,10.1,5.8,1,85.92,1,Credit Card,Home & Kitchen,1,3,0.301,1,0,0,0.3274,0.5326,1,Average service.,3
CUST_004999,27,female,7.7,4.8,2,33.92,3,UPI,Home & Kitchen,11.6,2,0.233,0,0,0,0.3803,0.2134,0,,
CUST_005000,31,female,8,3.4,3,61.93,1,UPI,Laptop & Accessory,7.1,3,0.444,1,0,1,0.2328,0.4328,0,,
CUST_005001,31,female,7.9,6.9,8,96.88,1,UPI,Fashion,9.8,3,0.631,0,0,0,0.3413,0.158,1,"Loyal customer, happy so far.",4
CUST_005002,18,male,13.5,5.7,5,99.04,3,Credit Card,Mobile,10.2,3,0.382,0,0,0,0.1729,0.079,1,Nothing special but acceptable.,3
CUST_005003,32,female,23.4,4.2,3,86.13,4,Debit Card,Grocery,3.7,2,0.481,1,0,0,0.2515,0.4625,0,,
CUST_005004,44,female,21.9,7.1,2,95.66,3,Credit Card,Laptop & Accessory,15.2,4,0.496,1,1,1,0.1477,0.3091,0,,
CUST_005005,22,male,13.5,5.5,4,108.55,3,Debit Card,Mobile,9,4,0.521,1,0,0,0.1883,0.3774,0,,
CUST_005006,48,female,35.2,4,1,53.17,5,Debit Card,Laptop & Accessory,15.5,1,0.477,0,1,0,0.3951,0.2035,0,,
CUST_005007,41,female,9.1,3.5,2,54.26,2,UPI,Grocery,5.2,2,0.349,1,0,0,0.2868,0.4909,0,,
CUST_005008,28,female,6.6,4.3,6,107.22,2,Cash on Delivery,Home & Kitchen,1,3,0.463,0,0,0,0.2782,0.1318,0,,
CUST_005009,34,male,11.8,6,3,101.33,2,UPI,Mobile,3.9,3,0.381,0,1,1,0.4994,0.2905,0,,
CUST_005010,54,female,16.8,7.2,8,76.73,3,Debit Card,Mobile,12.9,4,0.523,0,0,0,0.1427,0.0598,0,,
CUST_005011,44,male,14.7,7,7,135.68,3,Credit Card,Laptop & Accessory,7.3,4,0.653,0,0,0,0.2901,0.1277,1,Great perks—staying!,4
CUST_005012,36,female,9.4,6.5,4,161.69,3,UPI,Mobile,7.6,5,0.626,1,0,0,0.0546,0.1373,0,,
CUST_005013,33,female,7.8,5.4,3,61.93,2,UPI,Home & Kitchen,12.7,2,0.296,0,1,0,0.2107,0.1026,0,,
CUST_005014,37,female,14.5,8.5,6,135.53,2,UPI,Grocery,8.1,5,0.629,0,1,1,0.4258,0.2119,0,,
CUST_005015,30,male,31.7,8,5,82.6,6,Debit Card,Grocery,7.9,5,0.678,1,1,1,0.2155,0.437,1,Switching for better prices.,2
CUST_005016,18,female,7,5.8,5,38.09,2,Credit Card,Grocery,10.9,2,0.455,1,0,0,0.0623,0.1438,0,,
CUST_005017,58,non-binary,13.7,6.7,5,95.38,1,Credit Card,Mobile,12.3,3,0.449,1,0,1,0.1374,0.2864,1,Average service.,3
CUST_005018,38,male,19.9,5.6,8,144.55,2,Debit Card,Grocery,5.8,4,0.492,0,0,0,0.3176,0.1531,0,,
CUST_005019,40,female,11.6,5.6,8,66.18,1,Debit Card,Mobile,12.3,3,0.596,0,0,1,0.2976,0.1351,0,,
CUST_005020,35,female,9.6,2.5,0,149.77,2,Cash on Delivery,Home & Kitchen,15,2,0.277,0,0,0,0.1431,0.0674,1,Average service.,3
CUST_005021,28,female,8.7,4.9,2,78.56,2,Credit Card,Fashion,11.6,2,0.456,0,0,0,0.3789,0.1943,0,,
CUST_005022,34,male,19.4,8.8,3,126.13,3,UPI,Home & Kitchen,7.3,3,0.586,1,0,0,0.3503,0.5927,0,,
CUST_005023,18,male,19.1,6.4,1,127.63,3,Credit Card,Grocery,11.1,4,0.357,0,0,0,0.2547,0.1243,1,Nothing special but acceptable.,3
CUST_005024,61,female,22.9,6.5,4,96.17,3,Cash on Delivery,Laptop & Accessory,18.6,3,0.455,1,0,0,0.1372,0.2867,0,,
CUST_005025,22,male,7,6.9,8,222.85,2,E Wallet,Mobile,7.3,5,0.536,0,1,0,0.3324,0.159,0,,
CUST_005026,25,male,7.7,6,4,162.96,3,Credit Card,Mobile,8.7,3,0.622,0,0,1,0.1596,0.0646,1,"Loyal customer, happy so far.",4
CUST_005027,31,female,7,4.2,4,38.72,2,UPI,Mobile,6.3,2,0.375,0,0,0,0.1915,0.0889,1,Nothing special but acceptable.,3
CUST_005028,50,male,38.1,7.3,9,39.52,5,Credit Card,Grocery,14,3,0.716,0,0,0,0.222,0.0901,1,Very satisfied with value.,4
CUST_005029,36,female,17.2,4.3,6,111.53,3,Credit Card,Laptop & Accessory,12.5,3,0.623,0,0,0,0.3631,0.1717,0,,
CUST_005030,22,female,3.4,5.5,5,31,3,Credit Card,Laptop & Accessory,15.2,3,0.343,1,1,1,0.2061,0.383,0,,
CUST_005031,50,female,21.8,5.1,4,91.06,3,Credit Card,Mobile,12.1,2,0.29,0,0,0,0.4527,0.2621,1,Experience was fine overall.,3
CUST_005032,44,female,15.2,7.3,4,144.64,4,Debit Card,Mobile,12.8,4,0.328,0,0,0,0.2965,0.1509,1,Nothing special but acceptable.,3
CUST_005033,42,male,44.7,6.9,2,132.46,6,Credit Card,Fashion,11,5,0.708,1,0,0,0.1203,0.2818,0,,
CUST_005034,44,male,26.4,5.3,5,73.96,3,Credit Card,Home & Kitchen,9.2,2,0.394,1,0,0,0.0808,0.1773,1,Average service.,3
CUST_005035,62,female,16.2,5.8,3,155.13,3,Credit Card,Laptop & Accessory,6.9,4,0.432,1,0,0,0.1112,0.2382,1,Average service.,3
CUST_005036,60,male,26.5,7.1,3,86.14,4,UPI,Fashion,5.9,4,0.513,0,0,0,0.1895,0.0825,0,,
CUST_005037,28,non-binary,11.5,3.9,5,90.98,1,Debit Card,Mobile,5.9,3,0.519,1,0,0,0.1481,0.3122,1,Experience was fine overall.,3
CUST_005038,54,female,14.2,5.1,1,77.96,2,Cash on Delivery,Mobile,4.9,3,0.199,0,1,1,0.4629,0.2792,1,Terrible experience. No perks.,1
CUST_005039,40,male,20.2,6.4,4,121.18,2,Debit Card,Mobile,4.9,4,0.37,1,0,1,0.2536,0.4515,0,,
CUST_005040,41,female,16.4,8,6,55.14,3,UPI,Home & Kitchen,19.1,4,0.669,0,1,0,0.3121,0.1388,0,,
CUST_005041,18,male,2.3,1.3,3,78.82,1,Credit Card,Home & Kitchen,15,2,0.497,0,0,0,0.3758,0.1891,0,,
CUST_005042,34,male,16.9,6.9,6,116.67,3,Debit Card,Fashion,6.8,3,0.649,1,0,1,0.1399,0.3118,0,,
CUST_005043,27,female,14.6,5.3,2,220.89,3,Debit Card,Grocery,7.9,5,0.661,0,1,0,0.3664,0.1711,1,Switching for better prices.,2
CUST_005044,45,female,11.1,4.9,2,116.97,3,Credit Card,Laptop & Accessory,1.6,3,0.288,1,0,1,0.2126,0.3857,0,,
CUST_005045,48,female,14.7,4.9,2,34.54,1,Credit Card,Home & Kitchen,6.6,2,0.29,0,0,0,0.3257,0.1719,1,Experience was fine overall.,3
CUST_005046,18,male,10.8,5.1,4,112.86,2,E Wallet,Fashion,15.3,4,0.409,0,1,0,0.2818,0.1371,1,Service okay—still leaving.,2
CUST_005047,36,male,8.5,6.4,4,68.36,1,UPI,Mobile,8.2,4,0.455,1,0,1,0.2144,0.4083,1,Average service.,3
CUST_005048,48,male,29.6,6,3,137.48,3,Debit Card,Mobile,12.6,4,0.503,0,0,1,0.3052,0.145,1,Nothing special but acceptable.,3
CUST_005049,34,male,6.8,7.9,4,46.07,1,E Wallet,Grocery,7,2,0.462,0,1,0,0.3265,0.1604,1,Switching for better prices.,2
CUST_005050,44,male,10.4,6.6,4,57.73,3,Debit Card,Fashion,8.1,4,0.456,0,0,0,0.2723,0.1288,1,Nothing special but acceptable.,3
CUST_005051,40,female,9.4,5.9,3,78.18,1,Debit Card,Home & Kitchen,13.2,2,0.363,0,0,0,0.2237,0.1066,0,,
CUST_005052,40,female,15.7,5.7,4,83.05,2,Credit Card,Mobile,11.4,3,0.469,0,1,1,0.3024,0.1455,0,,
CUST_005053,33,male,15.9,7.7,2,128.73,2,Credit Card,Mobile,3.9,5,0.26,0,0,0,0.4264,0.2448,1,Experience was fine overall.,3
CUST_005054,23,male,8.6,7.5,3,120.15,3,Credit Card,Home & Kitchen,8.9,4,0.507,0,1,0,0.3747,0.1876,0,,
CUST_005055,24,female,7.1,3.7,6,54.68,2,Debit Card,Laptop & Accessory,2.3,3,0.493,0,1,0,0.32,0.1544,1,"App was fine, but moving on.",2
CUST_005056,44,female,25.9,5.5,5,177.77,3,Credit Card,Home & Kitchen,20.3,4,0.526,1,0,1,0.0897,0.2051,0,,
CUST_005057,36,female,7.8,6.4,1,96.42,1,E Wallet,Mobile,10.6,5,0.433,1,1,0,0.0921,0.2023,1,Service okay—still leaving.,2
CUST_005058,34,male,9.8,7,6,55.46,2,UPI,Home & Kitchen,2.2,3,0.427,0,0,0,0.1865,0.0842,0,,
CUST_005059,31,male,6,4.9,2,31.67,1,Debit Card,Mobile,16.2,2,0.195,1,0,0,0.0627,0.1294,1,Average service.,3
CUST_005060,33,female,6.4,4.3,6,155.64,1,Credit Card,Mobile,5.9,4,0.367,1,1,1,0.1637,0.3214,1,Switching for better prices.,2
CUST_005061,48,female,14.8,6,5,70.64,4,UPI,Laptop & Accessory,10.3,3,0.517,1,0,0,0.122,0.266,0,,
CUST_005062,32,female,8.1,7.7,3,64.43,3,E Wallet,Laptop & Accessory,12,4,0.314,1,0,0,0.2033,0.3754,1,Nothing special but acceptable.,3
CUST_005063,21,female,6,5.4,3,120.39,1,Debit Card,Grocery,10.2,3,0.463,1,1,1,0.2565,0.4668,1,Service okay—still leaving.,2
CUST_005064,44,male,26.5,4.7,4,55.19,4,Credit Card,Grocery,15.3,2,0.454,1,0,0,0.1231,0.2619,0,,
CUST_005065,34,male,8.3,5.7,2,70.63,2,Credit Card,Mobile,10.9,3,0.376,0,0,0,0.1177,0.052,1,Experience was fine overall.,3
CUST_005066,36,female,22.2,7.5,7,70.54,4,Credit Card,Mobile,11,3,0.665,1,0,0,0.0508,0.1307,1,Great perks—staying!,4
CUST_005067,54,male,23.3,6.2,2,91.52,3,UPI,Fashion,7,4,0.617,0,0,0,0.2208,0.0937,1,"Loyal customer, happy so far.",4
CUST_005068,36,female,11,7.5,7,111.95,2,Credit Card,Home & Kitchen,1.6,4,0.681,0,1,0,0.3012,0.1321,1,Service okay—still leaving.,2
CUST_005069,39,male,15.8,7.2,2,131.62,3,Credit Card,Mobile,8.1,4,0.308,1,0,0,0.1802,0.3405,1,Average service.,3
CUST_005070,23,male,9.3,5.5,1,114.03,3,Credit Card,Mobile,5.8,4,0.463,0,1,0,0.4613,0.2523,0,,
CUST_005071,34,male,7.9,5.5,4,158.98,3,Credit Card,Laptop & Accessory,8.3,4,0.4,1,0,1,0.3199,0.5363,0,,
CUST_005072,43,male,32.8,4.2,3,71.72,4,UPI,Laptop & Accessory,13.4,2,0.54,0,0,0,0.1311,0.0541,0,,
CUST_005073,19,male,10.7,7.5,6,104.63,2,E Wallet,Home & Kitchen,5.4,5,0.435,1,1,0,0.2111,0.4011,0,,
CUST_005074,38,female,28.8,6.2,3,79.09,4,Debit Card,Home & Kitchen,11.9,3,0.312,0,0,0,0.4271,0.2406,1,Average service.,3
CUST_005075,37,female,24.7,5.9,4,91.25,5,Credit Card,Laptop & Accessory,8.1,4,0.572,1,0,0,0.1307,0.2873,0,,
CUST_005076,36,male,7.9,4.6,0,82.73,2,Credit Card,Home & Kitchen,7.2,4,0.345,0,0,0,0.3662,0.1945,0,,
CUST_005077,47,male,12.5,6.4,4,47.76,3,Credit Card,Mobile,2.5,3,0.34,0,0,1,0.2503,0.1227,0,,
CUST_005078,40,non-binary,9.7,3.9,3,97.77,2,Debit Card,Fashion,4.8,4,0.562,0,1,0,0.3833,0.189,0,,
CUST_005079,52,male,29.3,5.3,6,102.72,4,Debit Card,Home & Kitchen,4,3,0.418,1,0,0,0.1222,0.2567,1,Nothing special but acceptable.,3
CUST_005080,25,male,23.8,6.3,6,96.53,3,UPI,Mobile,13,3,0.721,1,0,0,0.0866,0.215,0,,
CUST_005081,37,male,14.8,4.9,5,79.43,3,Debit Card,Laptop & Accessory,14.2,4,0.396,1,0,1,0.3107,0.5252,0,,
CUST_005082,37,female,8.4,6,4,33.43,1,Credit Card,Laptop & Accessory,2.1,3,0.455,1,0,1,0.2503,0.4578,1,Average service.,3
