age,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,delivery_distance_km,satisfaction_score,loyalty_score,gender,preferred_payment,preferred_category,discount_offer,review_text
33,23.6,5.6,2,90.09,3,7.5,3,0.443,male,E Wallet,Laptop & Accessory,0,Experience was fine overall.
44,21.6,4.5,4,169.53,2,2.9,3,0.426,female,Debit Card,Grocery,0,Average service.
24,5.8,5.3,7,114.86,1,11.4,4,0.276,male,Debit Card,Mobile,0,
29,18.7,9.5,6,65.98,3,11.0,3,0.531,female,Debit Card,Mobile,1,
35,9.6,5.7,3,65.69,2,12.7,5,0.353,male,Credit Card,Grocery,0,
33,10.7,5.0,4,82.46,3,19.0,2,0.555,male,E Wallet,Grocery,1,Switching for better prices.
28,6.3,5.2,3,55.79,2,11.9,3,0.379,non-binary,Credit Card,Mobile,0,
20,4.6,2.4,2,82.96,1,10.0,2,0.508,non-binary,UPI,Mobile,0,Nothing special but acceptable.
57,28.3,6.6,3,69.51,4,2.0,4,0.351,male,UPI,Mobile,0,
44,9.6,5.3,3,71.81,2,5.9,4,0.45,male,UPI,Fashion,1,Nothing special but acceptable.
49,14.3,3.7,1,184.7,2,13.7,2,0.366,female,Credit Card,Laptop & Accessory,0,"App was fine, but moving on."
35,8.3,6.7,3,105.6,1,6.6,4,0.398,male,Debit Card,Mobile,1,
24,22.4,4.5,4,60.95,3,10.3,3,0.434,male,Debit Card,Mobile,0,
28,13.6,7.0,4,95.17,3,7.7,4,0.45,non-binary,Credit Card,Grocery,0,
40,10.9,7.3,7,78.09,1,16.0,3,0.527,male,UPI,Mobile,1,Nothing special but acceptable.
63,20.7,6.0,3,121.94,4,12.4,3,0.373,male,UPI,Grocery,0,Average service.
28,10.3,4.5,0,75.47,1,7.8,3,0.327,male,Credit Card,Fashion,0,
32,26.7,6.0,3,42.68,4,10.8,3,0.565,male,Cash on Delivery,Mobile,0,
27,22.1,6.1,4,82.78,4,10.3,3,0.571,male,E Wallet,Mobile,1,Experience was fine overall.
47,27.7,5.1,3,111.61,4,6.6,3,0.39,male,E Wallet,Fashion,1,Nothing special but acceptable.
38,15.4,7.3,1,26.98,1,15.7,2,0.276,male,Credit Card,Fashion,0,
32,10.7,4.3,5,111.69,3,6.7,2,0.447,female,Credit Card,Mobile,0,Average service.
55,17.7,4.8,2,165.68,3,17.7,3,0.497,female,Debit Card,Laptop & Accessory,1,Experience was fine overall.
20,14.2,7.9,1,129.0,2,9.3,4,0.349,female,UPI,Mobile,0,Service okay—still leaving.
38,12.0,7.2,1,53.8,2,14.6,4,0.597,female,UPI,Laptop & Accessory,1,Experience was fine overall.
37,10.0,5.9,5,270.59,1,8.1,5,0.484,female,Credit Card,Mobile,1,Nothing special but acceptable.
52,12.8,7.0,1,60.65,3,14.7,2,0.188,female,Debit Card,Mobile,1,Terrible experience. No perks.
19,4.6,3.4,3,64.47,2,16.3,2,0.376,female,UPI,Home & Kitchen,1,Nothing special but acceptable.
53,13.9,5.4,2,53.92,2,17.1,2,0.146,male,Cash on Delivery,Fashion,0,Average service.
29,15.1,3.3,3,97.0,3,9.5,3,0.477,male,Debit Card,Home & Kitchen,0,
37,8.2,6.3,3,99.71,3,7.3,4,0.375,male,Debit Card,Mobile,0,
36,7.1,7.6,3,79.64,1,14.7,4,0.498,female,Debit Card,Mobile,1,
25,4.1,5.7,2,48.55,1,9.7,3,0.325,female,UPI,Laptop & Accessory,0,Average service.
22,19.0,8.0,4,104.92,2,17.0,4,0.662,male,UPI,Home & Kitchen,1,
48,15.5,8.1,6,146.01,2,13.3,5,0.384,female,Credit Card,Mobile,0,Experience was fine overall.
38,7.9,3.5,1,140.31,1,6.2,3,0.229,female,UPI,Laptop & Accessory,0,Experience was fine overall.
18,3.3,6.5,3,75.0,2,11.1,3,0.404,male,Credit Card,Laptop & Accessory,0,"App was fine, but moving on."
39,13.4,5.9,4,93.26,3,11.7,4,0.525,female,UPI,Mobile,1,
59,51.6,9.2,4,80.46,5,9.2,4,0.727,female,Credit Card,Grocery,1,Great perks—staying!
31,6.9,3.7,1,60.56,2,15.1,3,0.27,male,Credit Card,Laptop & Accessory,0,
44,17.1,9.6,2,92.87,2,5.2,4,0.45,female,Credit Card,Mobile,1,
32,7.9,7.0,6,98.37,3,13.4,5,0.432,female,Credit Card,Home & Kitchen,0,
22,14.5,2.4,4,66.19,3,6.0,2,0.462,female,Debit Card,Fashion,0,
26,15.1,7.2,2,137.95,3,9.6,5,0.58,female,Credit Card,Mobile,1,
45,15.8,3.9,3,153.45,3,4.5,4,0.374,female,E Wallet,Laptop & Accessory,0,
41,9.8,5.9,1,58.68,3,3.6,3,0.346,non-binary,Cash on Delivery,Laptop & Accessory,0,Experience was fine overall.
33,10.7,6.8,6,81.29,3,7.5,3,0.381,female,UPI,Home & Kitchen,0,
39,10.1,4.1,3,74.35,1,19.9,2,0.262,male,Cash on Delivery,Laptop & Accessory,0,Not satisfied—leaving.
29,6.8,5.1,7,58.46,3,1.0,3,0.618,female,Credit Card,Fashion,0,Great perks—staying!
24,11.1,8.8,6,100.23,2,13.6,4,0.474,male,Debit Card,Fashion,0,
23,26.0,7.7,4,117.24,5,7.3,4,0.621,male,Debit Card,Laptop & Accessory,0,Very satisfied with value.
57,18.4,3.2,1,44.35,3,12.9,1,0.245,male,Credit Card,Mobile,1,Experience was fine overall.
18,2.5,5.8,4,55.73,2,5.5,3,0.371,male,Debit Card,Grocery,1,Experience was fine overall.
26,10.2,2.5,1,203.09,3,21.1,3,0.434,male,UPI,Grocery,0,
41,22.5,8.0,6,80.45,3,10.5,3,0.627,male,Credit Card,Fashion,0,Great perks—staying!
53,21.2,8.6,4,92.93,4,16.9,4,0.497,female,Credit Card,Home & Kitchen,0,Average service.
45,12.8,8.4,7,104.16,2,5.5,4,0.622,female,Debit Card,Home & Kitchen,0,
49,32.6,5.1,4,49.34,4,3.7,3,0.435,female,UPI,Home & Kitchen,0,Switching for better prices.
36,39.8,11.9,3,32.84,5,13.1,3,0.578,female,UPI,Mobile,0,
39,16.4,4.9,4,56.61,2,2.3,2,0.499,male,UPI,Home & Kitchen,0,Switching for better prices.
35,43.7,7.7,3,284.32,3,11.5,4,0.771,male,UPI,Home & Kitchen,0,
29,23.7,7.4,2,118.42,3,7.5,5,0.518,male,Credit Card,Mobile,1,
27,26.2,6.0,4,194.87,3,9.1,4,0.682,female,Credit Card,Mobile,1,Service okay—still leaving.
38,30.3,5.4,3,75.71,4,11.4,3,0.526,female,E Wallet,Laptop & Accessory,0,
44,10.3,6.6,2,40.27,2,16.2,2,0.374,male,Debit Card,Laptop & Accessory,0,"App was fine, but moving on."
52,22.5,4.4,2,136.65,4,8.0,3,0.487,female,Credit Card,Grocery,0,Service okay—still leaving.
54,30.6,6.3,5,108.77,3,7.2,4,0.54,male,Debit Card,Home & Kitchen,1,Average service.
31,16.6,6.8,5,39.78,3,6.3,4,0.508,female,Debit Card,Grocery,0,
42,26.2,6.3,4,88.37,4,4.4,5,0.439,female,Credit Card,Laptop & Accessory,0,
24,20.9,9.0,10,100.73,3,7.3,4,0.64,female,Credit Card,Laptop & Accessory,0,
42,9.7,3.2,5,66.78,2,6.3,3,0.418,female,Cash on Delivery,Home & Kitchen,1,Experience was fine overall.
32,16.8,6.5,7,53.71,4,4.3,3,0.443,male,Debit Card,Fashion,1,Average service.
48,11.4,6.8,4,60.87,3,10.1,3,0.536,non-binary,UPI,Fashion,1,Experience was fine overall.
38,7.7,6.7,2,76.67,1,11.2,3,0.377,male,Credit Card,Fashion,0,Average service.
49,18.3,7.0,4,128.68,4,5.7,5,0.459,male,UPI,Mobile,0,Average service.
23,4.1,3.1,2,110.84,1,2.3,2,0.446,female,Cash on Delivery,Mobile,0,Service okay—still leaving.
43,15.1,8.0,7,59.24,2,6.0,3,0.614,female,Credit Card,Laptop & Accessory,0,
38,20.6,7.8,3,73.41,3,3.0,4,0.428,male,UPI,Grocery,0,
39,21.0,6.4,5,55.97,3,19.9,3,0.404,female,Credit Card,Laptop & Accessory,0,
53,19.0,4.4,1,92.46,2,10.5,4,0.267,female,Credit Card,Laptop & Accessory,0,Experience was fine overall.
43,9.2,6.9,7,93.48,1,8.9,4,0.517,female,Credit Card,Grocery,1,
36,22.4,6.4,7,65.1,5,10.0,5,0.705,male,Debit Card,Fashion,1,
39,8.0,5.1,2,162.0,1,1.0,5,0.413,male,Debit Card,Fashion,0,
42,47.3,8.1,1,71.72,4,5.9,4,0.62,female,Credit Card,Mobile,1,Great perks—staying!
21,3.8,4.5,1,128.57,1,13.1,3,0.409,female,Debit Card,Home & Kitchen,0,Average service.
41,8.5,5.9,3,87.75,2,16.5,3,0.41,male,UPI,Home & Kitchen,0,"App was fine, but moving on."
35,19.2,5.2,2,180.92,2,11.4,5,0.413,female,E Wallet,Laptop & Accessory,1,
35,21.6,3.2,4,67.39,4,8.8,3,0.483,female,Credit Card,Mobile,1,
27,23.5,5.3,4,154.66,3,10.4,5,0.487,female,Cash on Delivery,Fashion,1,
18,4.6,8.6,2,95.7,1,7.0,4,0.537,female,Cash on Delivery,Mobile,1,Nothing special but acceptable.
35,16.3,7.8,3,230.44,2,11.3,5,0.447,male,Credit Card,Mobile,1,
44,9.5,7.5,8,153.03,3,12.0,4,0.568,female,Debit Card,Laptop & Accessory,1,
27,10.2,5.7,5,111.93,1,4.1,5,0.47,male,UPI,Grocery,0,Nothing special but acceptable.
41,25.9,6.9,7,107.46,2,9.0,4,0.572,male,Credit Card,Mobile,1,
37,12.9,6.0,5,62.97,4,11.5,3,0.405,female,Debit Card,Fashion,1,Nothing special but acceptable.
38,16.5,4.6,6,148.4,2,14.4,4,0.694,male,UPI,Mobile,1,
54,24.8,4.1,3,123.38,2,13.7,3,0.36,male,Credit Card,Laptop & Accessory,0,"App was fine, but moving on."
49,24.8,6.7,6,175.09,4,15.4,4,0.447,male,Debit Card,Fashion,0,
18,19.3,6.2,5,67.8,1,3.9,3,0.341,non-binary,Credit Card,Mobile,1,Average service.
26,12.1,5.3,4,103.77,1,19.2,2,0.303,male,Debit Card,Mobile,0,Average service.
26,24.2,8.4,3,71.83,3,11.6,4,0.457,non-binary,Credit Card,Laptop & Accessory,0,Switching for better prices.
34,11.4,5.0,1,46.16,2,10.1,4,0.31,female,Credit Card,Home & Kitchen,0,
31,13.2,8.0,5,67.57,3,6.4,4,0.407,male,UPI,Laptop & Accessory,1,Experience was fine overall.
38,13.4,5.8,1,109.75,2,8.4,3,0.47,female,UPI,Laptop & Accessory,1,Average service.
43,12.5,7.1,3,111.75,2,8.6,5,0.379,female,E Wallet,Laptop & Accessory,0,Nothing special but acceptable.
60,28.3,4.4,3,136.04,4,8.4,3,0.31,male,Debit Card,Mobile,0,Service okay—still leaving.
32,16.4,7.6,1,74.89,3,7.2,4,0.48,male,Debit Card,Fashion,1,Experience was fine overall.
18,3.3,5.9,6,150.68,2,11.8,5,0.574,male,Cash on Delivery,Grocery,1,Average service.
32,10.4,5.7,8,60.22,3,6.9,3,0.385,male,Credit Card,Mobile,0,
41,30.5,5.5,8,102.96,5,14.0,4,0.606,female,UPI,Fashion,1,
31,6.3,4.2,3,163.1,2,11.0,4,0.37,male,Debit Card,Grocery,0,
45,11.1,7.2,4,60.72,3,4.1,3,0.219,female,Debit Card,Mobile,0,Terrible experience. No perks.
49,30.6,5.4,2,127.46,4,13.2,4,0.547,male,Cash on Delivery,Mobile,0,Average service.
24,14.3,4.6,3,130.07,4,9.5,1,0.351,male,Debit Card,Mobile,0,Service okay—still leaving.
24,26.7,5.7,2,73.03,5,9.5,4,0.453,male,Debit Card,Mobile,1,Average service.
43,13.5,5.2,1,117.92,2,10.3,3,0.262,male,Debit Card,Grocery,1,
43,9.7,3.8,1,134.26,1,14.0,3,0.242,female,E Wallet,Grocery,0,
43,27.6,5.6,2,55.76,3,11.4,3,0.543,female,Debit Card,Laptop & Accessory,0,
31,15.3,5.9,2,53.45,2,3.2,3,0.261,male,UPI,Mobile,1,Nothing special but acceptable.
41,11.4,6.9,9,67.72,1,14.8,3,0.513,female,Cash on Delivery,Home & Kitchen,1,Nothing special but acceptable.
28,56.7,8.5,3,85.05,6,12.7,4,0.62,female,E Wallet,Grocery,1,Great perks—staying!
23,6.9,5.1,1,54.82,3,17.5,2,0.218,male,Debit Card,Fashion,1,Nothing special but acceptable.
50,17.5,7.1,4,111.94,2,8.4,5,0.429,male,Debit Card,Fashion,0,
43,13.2,5.7,3,81.05,2,1.0,4,0.425,male,Credit Card,Mobile,1,
20,12.6,6.9,2,84.77,3,12.4,2,0.303,male,Credit Card,Home & Kitchen,0,Service okay—still leaving.
28,24.6,6.8,6,210.47,3,6.8,4,0.666,male,Credit Card,Fashion,1,Switching for better prices.
38,20.5,6.4,4,55.43,3,7.2,4,0.401,male,Credit Card,Home & Kitchen,0,Switching for better prices.
40,11.7,3.6,6,72.83,2,5.5,3,0.535,female,E Wallet,Home & Kitchen,1,Experience was fine overall.
36,29.8,10.4,6,168.67,4,19.9,4,0.744,male,Cash on Delivery,Laptop & Accessory,1,Switching for better prices.
28,28.2,6.7,5,145.39,3,16.4,4,0.542,non-binary,UPI,Home & Kitchen,1,Average service.
40,8.7,6.5,7,85.25,1,10.1,3,0.327,female,UPI,Mobile,0,
56,17.4,5.7,4,84.18,2,10.9,3,0.267,male,UPI,Grocery,0,Experience was fine overall.
54,13.1,6.9,3,54.58,1,9.9,3,0.479,female,Debit Card,Laptop & Accessory,1,
18,2.4,4.1,5,15.83,2,1.0,3,0.19,female,Debit Card,Mobile,0,Experience was fine overall.
19,6.9,4.4,7,108.58,3,10.3,3,0.54,female,UPI,Home & Kitchen,0,Average service.
28,8.0,5.2,7,43.8,3,9.7,3,0.485,female,Credit Card,Mobile,1,Nothing special but acceptable.
54,12.2,6.0,0,50.03,2,13.5,2,0.381,female,UPI,Mobile,0,
42,26.6,4.3,2,185.71,4,14.3,4,0.661,female,UPI,Mobile,0,Great perks—staying!
33,7.3,8.0,2,83.01,2,3.6,4,0.395,male,UPI,Grocery,0,Average service.
44,10.8,6.7,3,53.99,1,3.8,4,0.289,female,Credit Card,Fashion,0,Experience was fine overall.
32,27.2,10.3,3,78.68,3,12.7,4,0.503,non-binary,E Wallet,Mobile,0,Experience was fine overall.
49,13.8,5.6,5,76.63,3,7.5,4,0.431,female,Debit Card,Mobile,1,
34,18.1,6.1,2,63.49,3,1.0,4,0.555,male,Debit Card,Fashion,1,
39,16.0,6.5,3,185.4,4,6.1,4,0.516,male,E Wallet,Laptop & Accessory,0,
46,18.8,8.5,3,83.9,1,4.2,4,0.573,male,Credit Card,Fashion,0,
25,29.3,7.0,7,286.8,4,2.3,4,0.885,male,UPI,Fashion,0,Service okay—still leaving.
38,20.0,7.6,2,73.32,2,6.3,3,0.361,male,Cash on Delivery,Mobile,1,Experience was fine overall.
54,27.9,6.7,4,96.03,4,13.1,3,0.422,male,UPI,Fashion,1,Nothing special but acceptable.
27,12.3,5.3,6,105.67,2,19.7,3,0.506,male,Credit Card,Grocery,1,Average service.
26,26.5,8.2,4,85.92,3,9.1,3,0.578,female,Credit Card,Laptop & Accessory,1,Experience was fine overall.
42,9.1,4.9,3,145.29,2,8.1,4,0.371,female,Debit Card,Mobile,1,
59,31.2,8.7,6,112.31,5,8.6,4,0.621,female,Cash on Delivery,Grocery,0,"Loyal customer, happy so far."
41,13.7,6.8,3,149.97,3,16.8,4,0.604,female,Debit Card,Fashion,0,
42,9.4,5.4,6,23.55,2,10.1,4,0.495,male,Credit Card,Fashion,1,Nothing special but acceptable.
37,14.5,7.3,5,60.19,3,1.0,5,0.446,male,UPI,Mobile,0,
29,7.7,7.1,4,129.43,1,8.7,5,0.225,male,Debit Card,Fashion,0,Average service.
34,9.0,6.0,2,61.76,2,9.1,3,0.478,female,E Wallet,Mobile,0,
19,2.5,5.1,1,125.12,2,12.8,3,0.326,female,UPI,Fashion,0,Switching for better prices.
32,22.9,8.4,0,235.49,4,1.4,5,0.628,male,Credit Card,Home & Kitchen,0,
39,25.4,6.0,5,77.66,3,1.0,3,0.501,male,Cash on Delivery,Home & Kitchen,0,Experience was fine overall.
47,12.1,2.6,1,97.57,2,5.3,2,0.204,female,UPI,Mobile,1,
39,9.2,6.4,6,84.4,2,11.2,3,0.427,female,Credit Card,Mobile,0,
33,19.9,4.8,3,64.64,3,19.2,3,0.324,male,Credit Card,Mobile,0,Average service.
39,17.7,7.4,4,123.91,2,6.3,3,0.611,male,Credit Card,Mobile,0,
20,3.9,3.8,5,148.5,1,19.4,2,0.317,female,E Wallet,Home & Kitchen,1,Average service.
28,5.8,4.1,4,136.12,2,6.2,4,0.42,male,Debit Card,Mobile,0,Average service.
36,9.1,5.8,5,206.82,2,1.4,4,0.598,female,E Wallet,Grocery,0,Experience was fine overall.
26,5.3,4.5,1,99.25,2,10.0,3,0.345,male,Credit Card,Fashion,1,Average service.
32,14.5,5.5,0,62.52,3,18.4,3,0.359,male,Credit Card,Fashion,1,
35,14.7,5.4,2,62.96,2,11.2,3,0.285,female,Credit Card,Fashion,0,Average service.
18,7.4,4.1,1,155.66,1,19.6,3,0.376,male,Debit Card,Fashion,1,Nothing special but acceptable.
34,21.7,4.0,2,100.35,1,8.4,5,0.517,female,Credit Card,Fashion,1,
34,10.8,7.0,8,67.25,2,10.0,4,0.595,male,Credit Card,Fashion,1,
49,16.3,4.6,5,126.13,2,4.7,4,0.501,male,UPI,Home & Kitchen,1,
32,9.3,4.8,2,58.1,2,8.1,3,0.323,female,Debit Card,Laptop & Accessory,0,Average service.
24,17.0,4.8,3,108.12,3,6.3,3,0.509,male,Credit Card,Fashion,1,Experience was fine overall.
48,21.0,5.7,1,138.99,4,9.2,3,0.311,female,Credit Card,Laptop & Accessory,0,
42,14.8,6.7,4,143.49,4,12.8,3,0.494,male,Credit Card,Home & Kitchen,0,Average service.
50,30.0,8.0,9,99.18,4,18.3,3,0.633,female,UPI,Laptop & Accessory,0,
36,10.5,6.5,2,103.97,3,8.9,4,0.533,male,Debit Card,Fashion,0,Switching for better prices.
42,15.6,6.6,5,87.61,3,8.6,3,0.516,male,Debit Card,Home & Kitchen,0,
36,12.1,6.7,2,84.62,2,16.7,3,0.289,male,UPI,Grocery,0,Experience was fine overall.
42,21.2,7.9,12,120.48,2,9.0,4,0.656,female,Debit Card,Laptop & Accessory,0,
19,4.2,8.3,4,102.15,2,13.3,4,0.613,male,E Wallet,Laptop & Accessory,1,Very satisfied with value.
25,25.4,5.1,2,111.15,4,10.5,5,0.461,female,Credit Card,Mobile,0,
38,16.2,7.3,6,193.19,3,2.5,5,0.482,male,Debit Card,Mobile,0,Switching for better prices.
23,19.8,5.1,4,156.66,2,12.2,2,0.428,female,Debit Card,Laptop & Accessory,0,Average service.
29,7.6,7.1,4,117.0,4,19.2,5,0.576,female,E Wallet,Laptop & Accessory,0,Nothing special but acceptable.
21,28.8,7.0,3,83.12,5,7.8,3,0.721,female,Credit Card,Grocery,1,
46,21.9,8.6,4,101.28,4,14.8,3,0.484,female,Credit Card,Mobile,1,Average service.
25,17.7,6.1,3,158.87,3,15.7,4,0.675,male,Debit Card,Mobile,0,
38,12.4,4.1,2,103.08,1,6.6,3,0.394,male,E Wallet,Mobile,0,
47,11.6,6.1,4,109.24,4,6.1,3,0.528,male,Credit Card,Laptop & Accessory,1,
48,19.9,5.3,3,97.9,3,5.0,4,0.422,male,Debit Card,Mobile,0,Nothing special but acceptable.
51,20.3,8.0,2,129.38,2,10.5,5,0.2,female,Credit Card,Home & Kitchen,0,Average service.
44,12.2,5.9,1,36.54,2,15.3,3,0.355,male,E Wallet,Home & Kitchen,0,Nothing special but acceptable.
40,11.0,5.9,6,47.64,1,4.8,4,0.367,male,UPI,Home & Kitchen,0,"App was fine, but moving on."
32,14.7,2.3,4,95.19,2,17.3,2,0.603,non-binary,Debit Card,Laptop & Accessory,1,"Loyal customer, happy so far."
27,10.2,7.1,2,110.3,2,14.3,4,0.367,female,Credit Card,Grocery,0,Switching for better prices.
57,24.9,7.0,6,239.02,3,8.4,4,0.551,male,UPI,Grocery,1,
38,30.7,8.3,8,113.28,5,8.2,4,0.677,female,Credit Card,Fashion,0,
33,11.2,6.3,6,164.97,1,1.0,4,0.423,male,UPI,Laptop & Accessory,1,Nothing special but acceptable.
37,19.3,6.1,1,118.62,3,8.6,5,0.281,female,E Wallet,Home & Kitchen,0,
39,10.9,6.8,3,55.29,3,1.6,4,0.17,female,Credit Card,Fashion,0,Average service.
25,9.8,4.3,4,49.62,2,10.3,2,0.41,female,E Wallet,Grocery,1,
42,13.6,7.5,4,80.66,1,17.8,5,0.389,male,UPI,Laptop & Accessory,0,Experience was fine overall.
35,10.8,5.5,6,141.24,2,6.9,4,0.476,female,Credit Card,Home & Kitchen,1,Service okay—still leaving.
28,10.5,6.0,2,75.86,4,9.6,3,0.334,female,Credit Card,Mobile,1,Experience was fine overall.
33,14.2,4.8,3,41.7,2,5.8,3,0.399,male,Debit Card,Fashion,1,
39,9.0,3.6,2,221.03,3,15.7,3,0.574,male,Credit Card,Mobile,0,
30,10.0,3.9,2,168.04,1,8.6,4,0.32,female,Credit Card,Mobile,0,Service okay—still leaving.
24,9.0,3.8,0,198.48,3,8.8,3,0.378,female,Credit Card,Laptop & Accessory,0,Nothing special but acceptable.
49,21.7,6.6,10,97.66,3,5.2,3,0.526,male,Debit Card,Fashion,1,Nothing special but acceptable.
45,11.3,5.6,3,121.24,3,4.5,4,0.523,male,Debit Card,Grocery,1,Experience was fine overall.
42,8.8,4.4,4,107.33,1,5.6,4,0.527,female,Debit Card,Mobile,0,
41,11.2,6.0,6,115.39,1,5.3,4,0.386,male,Credit Card,Home & Kitchen,1,Nothing special but acceptable.
54,27.8,7.9,8,96.02,4,11.9,4,0.421,non-binary,Cash on Delivery,Fashion,1,Nothing special but acceptable.
42,12.7,4.0,1,125.76,2,15.3,4,0.359,female,UPI,Laptop & Accessory,0,
23,8.8,4.3,1,126.88,1,1.7,3,0.253,male,Debit Card,Mobile,0,Not satisfied—leaving.
52,41.4,7.2,7,106.92,4,13.6,4,0.513,male,Debit Card,Grocery,0,
57,18.5,6.1,3,109.75,1,20.4,3,0.293,female,Credit Card,Mobile,0,"Late deliveries, no offers."
29,11.8,3.8,2,55.84,3,16.9,3,0.163,female,Credit Card,Home & Kitchen,0,
54,19.5,7.0,4,61.74,3,13.9,3,0.411,female,UPI,Fashion,0,"App was fine, but moving on."
26,5.2,7.0,1,149.95,3,9.6,4,0.466,female,Credit Card,Mobile,0,Switching for better prices.
52,48.1,8.1,6,107.76,5,3.1,4,0.72,male,Credit Card,Laptop & Accessory,1,
38,24.7,7.3,4,109.63,3,15.4,5,0.523,female,E Wallet,Laptop & Accessory,1,Experience was fine overall.
18,5.9,4.1,3,66.71,2,11.3,2,0.272,male,UPI,Home & Kitchen,0,
40,11.4,5.4,3,84.99,3,17.8,3,0.434,male,Debit Card,Mobile,0,
51,14.2,6.0,4,99.03,3,15.9,3,0.332,female,Debit Card,Mobile,0,
39,8.4,2.4,2,144.57,2,10.7,4,0.235,female,Debit Card,Home & Kitchen,1,Experience was fine overall.
43,14.6,7.8,5,67.62,2,11.7,4,0.497,male,E Wallet,Home & Kitchen,1,
38,22.1,8.3,3,154.12,2,17.1,4,0.584,male,Debit Card,Mobile,1,
45,28.8,6.2,0,79.96,4,5.6,5,0.393,female,Credit Card,Laptop & Accessory,1,
30,28.7,4.5,1,140.75,3,14.6,4,0.618,female,UPI,Grocery,1,
38,11.5,4.3,1,39.27,3,4.6,2,0.388,female,Credit Card,Mobile,0,
21,15.2,7.4,1,41.77,2,14.1,3,0.225,male,Credit Card,Home & Kitchen,1,Not satisfied—leaving.
41,26.4,7.2,4,57.4,4,8.4,4,0.41,male,Debit Card,Grocery,0,
28,5.1,6.1,5,74.6,1,16.3,2,0.46,male,Credit Card,Fashion,0,
25,18.8,5.9,5,109.76,4,18.6,4,0.397,male,E Wallet,Mobile,0,Nothing special but acceptable.
51,25.1,8.2,2,55.93,4,9.8,4,0.425,male,Debit Card,Home & Kitchen,1,
18,6.0,3.5,1,47.89,2,16.8,2,0.211,non-binary,Credit Card,Laptop & Accessory,0,
41,20.7,6.5,2,41.81,3,6.2,4,0.415,male,Debit Card,Fashion,0,Average service.
23,8.1,5.8,5,99.88,1,11.4,4,0.48,male,Credit Card,Mobile,0,
37,10.3,4.5,6,98.19,1,5.9,3,0.531,male,E Wallet,Mobile,0,
29,11.4,3.2,1,134.86,2,1.5,4,0.336,female,Credit Card,Fashion,1,
34,12.1,6.6,0,95.72,3,2.4,4,0.225,male,Debit Card,Home & Kitchen,1,Nothing special but acceptable.
37,20.7,7.5,0,142.61,3,18.4,5,0.442,male,Credit Card,Mobile,0,
31,29.9,9.5,8,125.39,5,18.7,4,0.659,female,Debit Card,Laptop & Accessory,0,Great perks—staying!
58,13.8,6.1,2,148.24,3,14.1,3,0.448,female,Credit Card,Laptop & Accessory,1,Nothing special but acceptable.
31,9.2,5.4,4,61.47,1,12.7,4,0.348,female,Debit Card,Laptop & Accessory,0,
37,27.1,7.9,4,65.35,4,10.0,4,0.468,male,Debit Card,Laptop & Accessory,1,
44,12.6,3.1,4,82.6,1,1.0,3,0.329,male,Credit Card,Mobile,1,Average service.
28,20.4,6.9,2,47.05,4,7.3,3,0.401,male,Debit Card,Mobile,0,
39,10.8,4.3,2,109.28,3,14.1,4,0.503,male,Cash on Delivery,Home & Kitchen,1,
47,17.2,6.4,5,149.02,3,7.7,5,0.44,male,UPI,Laptop & Accessory,0,
19,21.0,6.3,3,132.83,4,6.0,4,0.633,female,Debit Card,Laptop & Accessory,1,
35,32.9,5.9,4,86.69,4,14.9,3,0.775,male,Debit Card,Home & Kitchen,1,"Loyal customer, happy so far."
46,13.8,4.5,2,144.76,2,16.9,3,0.532,male,Debit Card,Mobile,0,
32,7.1,5.3,3,160.54,2,14.0,4,0.448,male,Credit Card,Laptop & Accessory,0,
27,4.9,8.4,3,46.11,2,6.7,3,0.544,female,UPI,Laptop & Accessory,0,Experience was fine overall.
35,9.6,2.5,0,149.77,2,15.0,2,0.277,female,Cash on Delivery,Home & Kitchen,0,Average service.
30,14.4,7.2,4,88.54,3,4.3,4,0.264,male,Credit Card,Home & Kitchen,1,Experience was fine overall.
32,7.9,4.1,2,80.67,2,6.6,3,0.465,male,UPI,Grocery,1,
48,17.8,5.2,0,242.63,4,16.5,3,0.532,female,Debit Card,Laptop & Accessory,0,
42,18.3,5.4,1,102.43,3,8.6,5,0.247,female,UPI,Home & Kitchen,0,
34,31.8,7.8,6,240.59,6,2.7,5,0.778,female,UPI,Fashion,0,"Loyal customer, happy so far."
36,11.0,5.1,4,71.75,2,2.4,3,0.363,female,Credit Card,Fashion,0,Experience was fine overall.
36,12.4,4.8,4,102.92,3,7.0,4,0.451,male,UPI,Laptop & Accessory,1,
58,19.0,4.4,5,121.93,2,10.6,4,0.423,female,UPI,Fashion,1,Nothing special but acceptable.
60,39.9,7.9,3,120.7,5,18.2,4,0.469,male,Debit Card,Home & Kitchen,1,Nothing special but acceptable.
68,42.8,8.5,4,115.76,5,14.4,5,0.405,female,Debit Card,Mobile,1,
33,56.8,8.0,8,108.37,6,18.5,4,0.679,male,Cash on Delivery,Mobile,0,
44,13.9,6.4,8,141.32,2,9.9,3,0.731,female,Debit Card,Mobile,1,
18,10.7,4.1,2,74.67,3,7.9,2,0.43,male,E Wallet,Fashion,1,
39,16.7,5.7,5,90.62,1,13.5,3,0.432,male,Credit Card,Home & Kitchen,1,
18,17.4,3.8,3,102.62,4,13.0,2,0.462,male,Cash on Delivery,Laptop & Accessory,0,Service okay—still leaving.
50,11.3,6.8,4,124.96,1,10.9,4,0.418,female,UPI,Fashion,0,
