customer_id,preferred_category,discount_suggestion,is_feasible,is_best_feasible,age,gender,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,preferred_payment,delivery_distance_km,satisfaction_score,loyalty_score,discount_offer,churned,predicted_churn
6081,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,40,female,9.4,6.0,3,78.52,3,Cash on Delivery,3.3,4,0.213,0.0,1,1
6081,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,40,female,9.4,6.0,3,78.52,3,Cash on Delivery,3.3,4,0.388,0.0,1,1
6082,Fashion,Offer discount on Fashion,1,1,49,male,18.9,5.2,4,85.45,2,Debit Card,2.9,3,0.048,1.0,0,0
6082,Fashion,Offer discount on Fashion,1,0,49,male,18.9,5.2,4,85.45,2,Debit Card,2.9,3,0.914,0,0,0
6082,Fashion,Offer discount on Fashion,1,0,49,male,18.9,5.2,4,85.45,2,Debit Card,2.9,3,0.392,1.0,0,0
6085,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,11.1,7.6,4,61.64,2,Credit Card,1.0,4,0.688,0.0,1,1
6085,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,11.1,7.6,4,61.64,2,Credit Card,1.0,4,0.31,0.0,1,1
6085,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,11.1,7.6,4,61.64,2,Credit Card,1.0,4,0.687,0.0,1,1
6086,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,33,female,8.6,4.4,6,82.67,1,Debit Card,5.9,3,0.998,1.0,0,0
6086,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,33,female,8.6,4.4,6,82.67,1,Debit Card,5.9,3,0.044,1.0,0,0
6086,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,33,female,8.6,4.4,6,82.67,1,Debit Card,5.9,3,0.089,1.0,0,0
6088,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,39,male,10.7,8.7,3,73.6,3,Credit Card,2.4,3,0.325,1.0,0,0
6088,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,39,male,10.7,8.7,3,73.6,3,Credit Card,2.4,1.0,0.423,1.0,0,0
6088,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,39,male,10.7,8.7,3,73.6,3,Credit Card,2.4,3,0.143,1.0,0,0
6092,Fashion,Offer discount on Fashion,1,1,34,male,22.4,4.7,3,71.32,2,Credit Card,10.2,4,0.91,0,0,0
6092,Fashion,Offer discount on Fashion,1,0,34,male,22.4,4.7,3,71.32,2,Credit Card,10.2,4,0.712,1.0,0,0
6092,Fashion,Offer discount on Fashion,1,0,34,male,22.4,4.7,3,71.32,2,Credit Card,10.2,4,0.309,1.0,0,0
6094,Home & Kitchen,Offer discount on Home & Kitchen,0,0,37,male,30.8,9.0,4,193.66,4,Credit Card,9.8,3,0.207,0.0,1,1
6094,Home & Kitchen,Offer discount on Home & Kitchen,0,0,37,male,30.8,9.0,4,193.66,4,Credit Card,9.8,3,0.28,0.0,1,1
6094,Home & Kitchen,Offer discount on Home & Kitchen,0,0,37,male,30.8,9.0,4,193.66,4,Credit Card,9.8,3,0.598,0.0,1,1
6099,Fashion,Offer discount on Fashion,1,1,28,male,8.9,5.9,6,66.14,2,Credit Card,12.7,3,0.88,0,0,0
6099,Fashion,Offer discount on Fashion,1,0,28,male,8.9,5.9,6,66.14,2,Credit Card,12.7,3,0.644,1.0,0,0
6099,Fashion,Offer discount on Fashion,1,0,28,male,8.9,5.9,6,66.14,2,Credit Card,12.7,3,0.895,0,0,0
6100,Mobile,Offer discount on Mobile,1,1,30,female,13.5,5.7,5,178.07,3,Credit Card,16.1,4,0.985,0,0,0
6100,Mobile,Offer discount on Mobile,1,0,30,female,13.5,5.7,5,178.07,3,Credit Card,16.1,4,0.378,1.0,0,0
6100,Mobile,Offer discount on Mobile,1,0,30,female,13.5,5.7,5,178.07,3,Credit Card,16.1,4,0.951,0,0,0
6103,Fashion,Offer discount on Fashion,1,1,40,female,9.2,5.9,2,85.76,2,Debit Card,1.9,4,0.138,1.0,0,0
6103,Fashion,Offer discount on Fashion,1,0,40,female,9.2,5.9,2,85.76,2,Debit Card,1.9,4,0.883,0,0,0
6103,Fashion,Offer discount on Fashion,1,0,40,female,9.2,5.9,2,85.76,2,Debit Card,1.9,4,0.357,1.0,0,0
6107,Home & Kitchen,Offer discount on Home & Kitchen,1,1,27,female,22.7,6.0,4,147.85,2,Credit Card,8.3,4,0.923,0,0,0
6107,Home & Kitchen,Offer discount on Home & Kitchen,1,0,27,female,22.7,6.0,4,147.85,2,Credit Card,8.3,4,0.888,0,0,0
6107,Home & Kitchen,Offer discount on Home & Kitchen,1,0,27,female,22.7,6.0,4,147.85,2,Credit Card,8.3,3.0,0.971,0,0,0
6114,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,34,male,16.2,7.9,3,81.52,2,Credit Card,13.9,3,0.367,1.0,0,0
6114,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,34,male,16.2,7.9,3,81.52,2,Credit Card,13.9,3,0.956,0,0,0
6114,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,34,male,16.2,7.9,3,81.52,2,Credit Card,13.9,3,0.229,1.0,0,0
6116,Grocery,Offer discount on Grocery,0,0,45,female,14.3,6.2,3,85.31,3,E Wallet,2.2,5,0.032,0.0,1,1
6116,Grocery,Offer discount on Grocery,0,0,45,female,14.3,6.2,3,85.31,3,E Wallet,2.2,5,0.022,0.0,1,1
6116,Grocery,Offer discount on Grocery,0,0,45,female,14.3,6.2,3,85.31,3,E Wallet,2.2,5,0.597,0.0,1,1
6126,Fashion,Offer discount on Fashion,0,0,49,male,21.1,9.5,5,84.58,2,UPI,14.4,3,0.295,0.0,1,1
6126,Fashion,Offer discount on Fashion,0,0,49,male,21.1,9.5,5,84.58,2,UPI,14.4,3,0.752,0.0,1,1
6126,Fashion,Offer discount on Fashion,0,0,49,male,21.1,9.5,5,84.58,2,UPI,14.4,3,0.17,0.0,1,1
6128,Grocery,Offer discount on Grocery,0,0,27,female,6.1,5.4,9,213.95,2,Debit Card,13.4,4,0.724,0.0,1,1
6128,Grocery,Offer discount on Grocery,0,0,27,female,6.1,5.4,9,213.95,2,Debit Card,13.4,4,0.313,0.0,1,1
6128,Grocery,Offer discount on Grocery,0,0,27,female,6.1,5.4,9,213.95,2,Debit Card,13.4,4,0.054,0.0,1,1
6132,Mobile,Offer discount on Mobile,1,1,57,female,18.5,6.1,3,109.75,1,Credit Card,20.4,3,0.95,0,0,0
6132,Mobile,Offer discount on Mobile,1,0,57,female,18.5,6.1,3,109.75,1,Credit Card,20.4,5.0,0.902,0,0,0
6132,Mobile,Offer discount on Mobile,1,0,57,female,18.5,6.1,3,109.75,1,Credit Card,20.4,3,0.678,1.0,0,0
6136,Mobile,Offer discount on Mobile,1,1,48,male,34.0,7.7,5,93.42,4,Debit Card,2.0,4,0.979,0,0,0
6136,Mobile,Offer discount on Mobile,1,0,48,male,34.0,7.7,5,93.42,4,Debit Card,2.0,4,0.078,1.0,0,0
6136,Mobile,Offer discount on Mobile,1,0,48,male,34.0,7.7,5,93.42,4,Debit Card,2.0,4,0.966,1.0,0,0
6144,Grocery,Offer discount on Grocery,1,1,42,male,9.0,4.5,6,47.7,2,Debit Card,8.6,2,0.049,1.0,0,0
6144,Grocery,Offer discount on Grocery,1,0,42,male,9.0,4.5,6,47.7,2,Debit Card,8.6,2,0.99,0.0,0,0
6144,Grocery,Offer discount on Grocery,1,0,42,male,9.0,4.5,6,47.7,2,Debit Card,8.6,2,0.881,0,0,0
6148,Mobile,Offer discount on Mobile,1,1,20,male,5.8,5.0,4,148.73,1,UPI,13.0,3,0.896,1.0,0,0
6148,Mobile,Offer discount on Mobile,1,0,20,male,5.8,5.0,4,148.73,1,UPI,13.0,3,0.88,0,0,0
6148,Mobile,Offer discount on Mobile,1,0,20,male,5.8,5.0,4,148.73,1,UPI,13.0,3,0.654,1.0,0,0
6156,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,34,female,11.0,6.4,2,41.11,3,Debit Card,5.4,5.0,0.936,0,0,0
6156,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,34,female,11.0,6.4,2,41.11,3,Debit Card,5.4,3,0.955,1.0,0,0
6156,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,34,female,11.0,6.4,2,41.11,3,Debit Card,5.4,5.0,0.976,0,0,0
6161,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,46,female,12.4,7.5,7,69.89,3,E Wallet,10.3,3.0,0.866,0,0,0
6161,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,46,female,12.4,7.5,7,69.89,3,E Wallet,10.3,4,0.899,0,0,0
6161,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,46,female,12.4,7.5,7,69.89,3,E Wallet,10.3,3.0,0.923,0,0,0
6166,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,48,female,21.0,5.7,1,138.99,4,Credit Card,9.2,3,0.24,1.0,0,0
6166,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,48,female,21.0,5.7,1,138.99,4,Credit Card,9.2,3,0.2,1.0,0,0
6166,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,48,female,21.0,5.7,1,138.99,4,Credit Card,9.2,3,0.137,1.0,0,0
6168,Home & Kitchen,Offer discount on Home & Kitchen,1,1,34,male,9.9,4.0,3,48.77,2,Credit Card,14.8,3,0.437,1.0,0,0
6168,Home & Kitchen,Offer discount on Home & Kitchen,1,0,34,male,9.9,4.0,3,48.77,2,Credit Card,14.8,3,0.624,1.0,0,0
6168,Home & Kitchen,Offer discount on Home & Kitchen,1,0,34,male,9.9,4.0,3,48.77,2,Credit Card,14.8,3,0.893,0,0,0
6169,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,25.0,7.0,1,112.47,4,E Wallet,16.9,4,0.256,0.0,1,1
6169,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,25.0,7.0,1,112.47,4,E Wallet,16.9,4,0.821,0.0,1,1
6169,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,25.0,7.0,1,112.47,4,E Wallet,16.9,4,0.16,0.0,1,1
6171,Grocery,Offer discount on Grocery,1,1,37,male,7.7,4.6,7,63.48,4,UPI,12.6,3,0.963,1.0,0,0
6171,Grocery,Offer discount on Grocery,1,0,37,male,7.7,4.6,7,63.48,4,UPI,12.6,3,0.593,1.0,0,0
6171,Grocery,Offer discount on Grocery,1,0,37,male,7.7,4.6,7,63.48,4,UPI,12.6,3,0.544,1.0,0,0
6174,Mobile,Offer discount on Mobile,1,1,40,female,10.4,7.0,3,78.84,2,UPI,2.9,4,0.021,1.0,0,0
6174,Mobile,Offer discount on Mobile,1,0,40,female,10.4,7.0,3,78.84,2,UPI,2.9,4,0.548,1.0,0,0
6174,Mobile,Offer discount on Mobile,1,0,40,female,10.4,7.0,3,78.84,2,UPI,2.9,4,0.472,1.0,0,0
6176,Mobile,Offer discount on Mobile,0,0,34,female,17.8,4.7,3,60.01,3,E Wallet,12.1,2,0.099,0.0,1,1
6176,Mobile,Offer discount on Mobile,0,0,34,female,17.8,4.7,3,60.01,3,E Wallet,12.1,2,0.327,0.0,1,1
6176,Mobile,Offer discount on Mobile,0,0,34,female,17.8,4.7,3,60.01,3,E Wallet,12.1,2,0.454,0.0,1,1
6177,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,23,female,9.8,5.6,1,157.38,2,Credit Card,8.9,4,0.422,1.0,0,0
6177,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,23,female,9.8,5.6,1,157.38,2,Credit Card,8.9,4,0.973,0.0,0,0
6177,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,23,female,9.8,5.6,1,157.38,2,Credit Card,8.9,4,0.882,1.0,0,0
6180,Mobile,Offer discount on Mobile,1,1,47,non-binary,12.8,1.9,3,176.68,2,UPI,21.2,2,0.374,1.0,0,0
6180,Mobile,Offer discount on Mobile,1,0,47,non-binary,12.8,1.9,3,176.68,2,UPI,21.2,2.0,0.944,0,0,0
6180,Mobile,Offer discount on Mobile,1,0,47,non-binary,12.8,1.9,3,176.68,2,UPI,21.2,2,0.697,1.0,0,0
6181,Fashion,Offer discount on Fashion,0,0,33,female,17.0,5.2,4,110.77,2,Debit Card,5.7,3,0.367,0.0,1,1
6181,Fashion,Offer discount on Fashion,0,0,33,female,17.0,5.2,4,110.77,2,Debit Card,5.7,3,0.403,0.0,1,1
6181,Fashion,Offer discount on Fashion,0,0,33,female,17.0,5.2,4,110.77,2,Debit Card,5.7,3,0.852,0.0,1,1
6185,Grocery,Offer discount on Grocery,1,1,28,male,9.9,4.1,3,96.75,1,E Wallet,10.0,2,0.899,0,0,0
6185,Grocery,Offer discount on Grocery,1,0,28,male,9.9,4.1,3,96.75,1,E Wallet,10.0,2,0.724,1.0,0,0
6185,Grocery,Offer discount on Grocery,1,0,28,male,9.9,4.1,3,96.75,1,E Wallet,10.0,2,0.437,1.0,0,0
6186,Fashion,Offer discount on Fashion,1,1,41,male,11.9,4.9,1,49.44,1,UPI,4.0,3.0,0.923,0,0,0
6186,Fashion,Offer discount on Fashion,1,0,41,male,11.9,4.9,1,49.44,1,UPI,4.0,3,0.73,1.0,0,0
6186,Fashion,Offer discount on Fashion,1,0,41,male,11.9,4.9,1,49.44,1,UPI,4.0,3,0.378,1.0,0,0
6190,Mobile,Offer discount on Mobile,0,0,48,male,15.5,9.4,7,153.77,2,E Wallet,6.6,2.0,0.38,0.0,1,1
6190,Mobile,Offer discount on Mobile,0,0,48,male,15.5,9.4,7,153.77,2,E Wallet,6.6,4,0.021,0.0,1,1
6190,Mobile,Offer discount on Mobile,0,0,48,male,15.5,9.4,7,153.77,2,E Wallet,6.6,4,0.284,0.0,1,1
6191,Home & Kitchen,Offer discount on Home & Kitchen,1,1,24,male,8.2,3.7,5,122.71,1,UPI,13.1,3,0.415,1.0,0,0
6191,Home & Kitchen,Offer discount on Home & Kitchen,1,0,24,male,8.2,3.7,5,122.71,1,UPI,13.1,3,0.395,1.0,0,0
6191,Home & Kitchen,Offer discount on Home & Kitchen,1,0,24,male,8.2,3.7,5,122.71,1,UPI,13.1,3,0.167,1.0,0,0
6193,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,47,female,11.0,5.5,6,171.27,2,Debit Card,3.6,5,0.604,1.0,0,0
6193,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,11.0,5.5,6,171.27,2,Debit Card,3.6,5,0.405,1.0,0,0
6193,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,11.0,5.5,6,171.27,2,Debit Card,3.6,5,0.617,1.0,0,0
6197,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,31,male,20.5,5.0,3,61.92,2,UPI,15.7,3,0.751,1.0,0,0
6197,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,31,male,20.5,5.0,3,61.92,2,UPI,15.7,3,0.895,1.0,0,0
6197,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,31,male,20.5,5.0,3,61.92,2,UPI,15.7,5.0,0.982,0,0,0
6202,Mobile,Offer discount on Mobile,1,1,61,male,35.0,4.9,4,171.14,4,E Wallet,6.7,5,0.915,0,0,0
6202,Mobile,Offer discount on Mobile,1,0,61,male,35.0,4.9,4,171.14,4,E Wallet,6.7,5,0.343,1.0,0,0
6202,Mobile,Offer discount on Mobile,1,0,61,male,35.0,4.9,4,171.14,4,E Wallet,6.7,5,0.661,1.0,0,0
6211,Home & Kitchen,Offer discount on Home & Kitchen,1,1,37,male,14.8,3.5,1,71.23,4,Credit Card,19.5,2.0,0.892,0,0,0
6211,Home & Kitchen,Offer discount on Home & Kitchen,1,0,37,male,14.8,3.5,1,71.23,4,Credit Card,19.5,2,0.701,1.0,0,0
6211,Home & Kitchen,Offer discount on Home & Kitchen,1,0,37,male,14.8,3.5,1,71.23,4,Credit Card,19.5,2,0.522,1.0,0,0
6217,Fashion,Offer discount on Fashion,0,0,23,female,3.5,4.9,6,49.76,2,UPI,17.4,2,0.741,0.0,1,1
6217,Fashion,Offer discount on Fashion,0,0,23,female,3.5,4.9,6,49.76,2,UPI,17.4,2,0.716,0.0,1,1
6217,Fashion,Offer discount on Fashion,0,0,23,female,3.5,4.9,6,49.76,2,UPI,17.4,2,0.123,0.0,1,1
6219,Fashion,Offer discount on Fashion,1,1,51,female,14.5,6.3,3,34.38,1,Debit Card,4.8,1.0,0.928,0,0,0
6219,Fashion,Offer discount on Fashion,1,0,51,female,14.5,6.3,3,34.38,1,Debit Card,4.8,1.0,0.963,0,0,0
6219,Fashion,Offer discount on Fashion,1,0,51,female,14.5,6.3,3,34.38,1,Debit Card,4.8,3,0.197,1.0,0,0
6220,Home & Kitchen,Offer discount on Home & Kitchen,1,1,49,female,32.6,5.1,4,49.34,4,UPI,3.7,3,0.081,1.0,0,0
6220,Home & Kitchen,Offer discount on Home & Kitchen,1,0,49,female,32.6,5.1,4,49.34,4,UPI,3.7,3,0.982,0,0,0
6220,Home & Kitchen,Offer discount on Home & Kitchen,1,0,49,female,32.6,5.1,4,49.34,4,UPI,3.7,3,0.691,1.0,0,0
6221,Mobile,Offer discount on Mobile,1,1,36,male,9.2,4.3,3,92.18,1,Debit Card,7.0,3,0.992,1.0,0,0
6221,Mobile,Offer discount on Mobile,1,0,36,male,9.2,4.3,3,92.18,1,Debit Card,7.0,3,0.577,1.0,0,0
6221,Mobile,Offer discount on Mobile,1,0,36,male,9.2,4.3,3,92.18,1,Debit Card,7.0,3,0.895,0,0,0
6228,Home & Kitchen,Offer discount on Home & Kitchen,1,1,45,female,12.8,8.4,7,104.16,2,Debit Card,5.5,4,0.225,1.0,0,0
6228,Home & Kitchen,Offer discount on Home & Kitchen,1,0,45,female,12.8,8.4,7,104.16,2,Debit Card,5.5,4,0.98,0,0,0
6228,Home & Kitchen,Offer discount on Home & Kitchen,1,0,45,female,12.8,8.4,7,104.16,2,Debit Card,5.5,4,0.975,1.0,0,0
6231,Mobile,Offer discount on Mobile,0,0,32,male,17.8,6.0,3,104.16,2,Debit Card,2.9,4,0.863,0.0,1,1
6231,Mobile,Offer discount on Mobile,0,0,32,male,17.8,6.0,3,104.16,2,Debit Card,2.9,4,0.533,0.0,1,1
6231,Mobile,Offer discount on Mobile,0,0,32,male,17.8,6.0,3,104.16,2,Debit Card,2.9,4,0.294,0.0,1,1
6235,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,47,female,13.8,5.3,3,71.78,3,Credit Card,18.3,3,0.112,1.0,0,0
6235,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,13.8,5.3,3,71.78,3,Credit Card,18.3,3,0.989,0,0,0
6235,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,13.8,5.3,3,71.78,3,Credit Card,18.3,5.0,0.868,0,0,0
6241,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,26,male,10.8,6.7,3,54.6,3,Debit Card,11.1,4.0,0.894,0,0,0
6241,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,26,male,10.8,6.7,3,54.6,3,Debit Card,11.1,3,0.201,1.0,0,0
6241,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,26,male,10.8,6.7,3,54.6,3,Debit Card,11.1,3,0.988,0,0,0
6246,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,42,female,13.6,7.0,6,250.71,3,E Wallet,14.2,4,1.001,0,0,0
6246,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,42,female,13.6,7.0,6,250.71,3,E Wallet,14.2,4,0.619,1.0,0,0
6246,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,42,female,13.6,7.0,6,250.71,3,E Wallet,14.2,5.0,0.893,0,0,0
6249,Grocery,Offer discount on Grocery,0,0,47,female,13.3,6.1,4,127.31,2,E Wallet,8.0,4,0.372,0.0,1,1
6249,Grocery,Offer discount on Grocery,0,0,47,female,13.3,6.1,4,127.31,2,E Wallet,8.0,4,0.801,0.0,1,1
6249,Grocery,Offer discount on Grocery,0,0,47,female,13.3,6.1,4,127.31,2,E Wallet,8.0,4,0.008,0.0,1,1
6254,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,female,13.8,4.3,4,108.63,2,E Wallet,9.7,4,0.386,0.0,1,1
6254,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,female,13.8,4.3,4,108.63,2,E Wallet,9.7,4,0.598,0.0,1,1
6254,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,female,13.8,4.3,4,108.63,2,E Wallet,9.7,4,0.18,0.0,1,1
6261,Mobile,Offer discount on Mobile,1,1,45,female,10.1,5.8,2,92.6,2,Credit Card,5.0,4,0.838,1.0,0,0
6261,Mobile,Offer discount on Mobile,1,0,45,female,10.1,5.8,2,92.6,2,Credit Card,5.0,4,0.171,1.0,0,0
6261,Mobile,Offer discount on Mobile,1,0,45,female,10.1,5.8,2,92.6,2,Credit Card,5.0,4,0.354,1.0,0,0
6262,Home & Kitchen,Offer discount on Home & Kitchen,1,1,34,male,8.1,4.4,2,67.79,2,Debit Card,12.6,2,0.149,1.0,0,0
6262,Home & Kitchen,Offer discount on Home & Kitchen,1,0,34,male,8.1,4.4,2,67.79,2,Debit Card,12.6,2,0.164,1.0,0,0
6262,Home & Kitchen,Offer discount on Home & Kitchen,1,0,34,male,8.1,4.4,2,67.79,2,Debit Card,12.6,2,0.961,0,0,0
6268,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,47,female,16.8,6.8,8,96.04,2,Credit Card,8.4,2.0,0.921,0,0,0
6268,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,16.8,6.8,8,96.04,2,Credit Card,8.4,5,0.855,1.0,0,0
6268,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,47,female,16.8,6.8,8,96.04,2,Credit Card,8.4,5,0.996,0,0,0
6270,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,13.3,3.0,3,111.02,3,UPI,9.9,4,0.28,0.0,1,1
6270,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,13.3,3.0,3,111.02,3,UPI,9.9,4,0.215,0.0,1,1
6270,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,32,male,13.3,3.0,3,111.02,3,UPI,9.9,4,0.567,0.0,1,1
6276,Fashion,Offer discount on Fashion,0,0,46,male,16.4,4.8,6,129.34,1,UPI,10.0,3,0.531,0.0,1,1
6276,Fashion,Offer discount on Fashion,0,0,46,male,16.4,4.8,6,129.34,1,UPI,10.0,3,0.378,0.0,1,1
6276,Fashion,Offer discount on Fashion,0,0,46,male,16.4,4.8,6,129.34,1,UPI,10.0,3,0.237,0.0,1,1
6278,Fashion,Offer discount on Fashion,1,1,23,male,11.6,4.7,4,68.11,2,Credit Card,6.4,3,0.388,1.0,0,0
6278,Fashion,Offer discount on Fashion,1,0,23,male,11.6,4.7,4,68.11,2,Credit Card,6.4,3,0.892,0,0,0
6278,Fashion,Offer discount on Fashion,1,0,23,male,11.6,4.7,4,68.11,2,Credit Card,6.4,3,0.92,0,0,0
6280,Mobile,Offer discount on Mobile,1,1,37,female,8.4,3.6,0,75.06,2,Cash on Delivery,16.4,2,0.921,0,0,0
6280,Mobile,Offer discount on Mobile,1,0,37,female,8.4,3.6,0,75.06,2,Cash on Delivery,16.4,2,0.721,1.0,0,0
6280,Mobile,Offer discount on Mobile,1,0,37,female,8.4,3.6,0,75.06,2,Cash on Delivery,16.4,2,0.025,1.0,0,0
6283,Grocery,Offer discount on Grocery,1,1,47,male,22.1,6.8,5,41.42,3,Debit Card,1.0,2,0.907,0.0,0,0
6283,Grocery,Offer discount on Grocery,1,0,47,male,22.1,6.8,5,41.42,3,Debit Card,1.0,2,0.289,1.0,0,0
6283,Grocery,Offer discount on Grocery,1,0,47,male,22.1,6.8,5,41.42,3,Debit Card,1.0,2,0.924,0,0,0
6290,Grocery,Offer discount on Grocery,1,1,33,male,7.7,9.0,5,87.27,3,Cash on Delivery,10.9,3,0.875,0,0,0
6290,Grocery,Offer discount on Grocery,1,0,33,male,7.7,9.0,5,87.27,3,Cash on Delivery,10.9,3,0.91,0,0,0
6290,Grocery,Offer discount on Grocery,1,0,33,male,7.7,9.0,5,87.27,3,Cash on Delivery,10.9,3,0.474,1.0,0,0
6292,Home & Kitchen,Offer discount on Home & Kitchen,1,1,42,female,21.5,7.6,5,125.84,3,Credit Card,6.5,4,0.415,1.0,0,0
6292,Home & Kitchen,Offer discount on Home & Kitchen,1,0,42,female,21.5,7.6,5,125.84,3,Credit Card,6.5,4,0.248,1.0,0,0
6292,Home & Kitchen,Offer discount on Home & Kitchen,1,0,42,female,21.5,7.6,5,125.84,3,Credit Card,6.5,4,0.135,1.0,0,0
6293,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,20.6,5.2,4,103.66,2,E Wallet,18.2,3.0,0.473,0.0,1,1
6293,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,20.6,5.2,4,103.66,2,E Wallet,18.2,4,0.168,0.0,1,1
6293,Home & Kitchen,Offer discount on Home & Kitchen,0,0,41,male,20.6,5.2,4,103.66,2,E Wallet,18.2,4,0.84,0.0,1,1
6297,Fashion,Offer discount on Fashion,0,0,24,male,11.9,4.3,2,106.83,2,UPI,6.0,4,0.845,0.0,1,1
6297,Fashion,Offer discount on Fashion,0,0,24,male,11.9,4.3,2,106.83,2,UPI,6.0,4,0.433,0.0,1,1
6297,Fashion,Offer discount on Fashion,0,0,24,male,11.9,4.3,2,106.83,2,UPI,6.0,1.0,0.578,0.0,1,1
6302,Mobile,Offer discount on Mobile,1,1,47,female,11.8,2.1,1,72.7,2,UPI,6.1,3,0.891,0,0,0
6302,Mobile,Offer discount on Mobile,1,0,47,female,11.8,2.1,1,72.7,2,UPI,6.1,3,0.184,1.0,0,0
6302,Mobile,Offer discount on Mobile,1,0,47,female,11.8,2.1,1,72.7,2,UPI,6.1,3,0.525,1.0,0,0
6305,Mobile,Offer discount on Mobile,1,1,47,female,27.1,5.4,2,106.92,5,Cash on Delivery,15.7,3,0.881,0,0,0
6305,Mobile,Offer discount on Mobile,1,0,47,female,27.1,5.4,2,106.92,5,Cash on Delivery,15.7,3,0.819,1.0,0,0
6305,Mobile,Offer discount on Mobile,1,0,47,female,27.1,5.4,2,106.92,5,Cash on Delivery,15.7,3,0.289,1.0,0,0
6306,Mobile,Offer discount on Mobile,1,1,27,male,4.8,5.8,3,164.73,2,UPI,11.9,4,0.269,1.0,0,0
6306,Mobile,Offer discount on Mobile,1,0,27,male,4.8,5.8,3,164.73,2,UPI,11.9,4,0.906,0,0,0
6306,Mobile,Offer discount on Mobile,1,0,27,male,4.8,5.8,3,164.73,2,UPI,11.9,4,0.419,1.0,0,0
6308,Mobile,Offer discount on Mobile,0,0,35,female,7.5,5.5,6,47.86,3,Credit Card,3.6,3,0.855,0.0,1,1
6308,Mobile,Offer discount on Mobile,0,0,35,female,7.5,5.5,6,47.86,3,Credit Card,3.6,3,0.157,0.0,1,1
6308,Mobile,Offer discount on Mobile,0,0,35,female,7.5,5.5,6,47.86,3,Credit Card,3.6,3,0.394,0.0,1,1
6311,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,49,male,34.4,10.9,4,57.76,5,Credit Card,18.0,3,0.097,0.0,1,1
6311,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,49,male,34.4,10.9,4,57.76,5,Credit Card,18.0,3,0.05,0.0,1,1
